Latitude,Longitude,Elevation_m,Rock_Type,Region,Al_wt_pct,Si_wt_pct,Mg_wt_pct,Fe_wt_pct,Ca_wt_pct,Na_wt_pct,K_wt_pct,Ti_wt_pct,Mn_wt_pct,P_wt_pct,Cr_wt_pct,Ni_wt_pct
14.745202744567564,-31.594163298615626,-351.71058376135085,Basalt,South Pole-Aitken,10.132,22.699,6.056,17.381,10.002,3.604,0.1,1.448,0.113,0.01,0.303,0.075
3.4756467090420387,45.91385490206949,521.7361440013145,Troctolite,Mare Tranquillitatis,2.67,23.882,2.822,24.049,7.452,2.505,0.328,1.436,0.274,0.212,0.1,0.016
5.08008540994949,-48.362548498068556,490.68757027002766,Basalt,Mare Serenitatis,8.65,14.848,3.002,19.848,1.85,3.018,1.424,1.412,0.268,0.073,0.293,0.079
-21.98096511536892,-53.31517966617058,-54.199586400069144,Gabbro,Mare Serenitatis,10.418,17.942,0.5,16.922,20.0,4.034,0.088,1.462,0.172,0.144,0.02,0.001
-3.368448694721934,-44.49314398767008,218.75668760008406,Basalt,Mare Tranquillitatis,11.612,21.308,13.261,16.398,5.914,4.198,0.192,1.102,0.231,0.151,0.379,0.102
-2.95342296681817,-53.07107046395568,-303.41850330311405,Anorthosite,South Pole-Aitken,14.581,25.668,2.731,16.603,14.896,4.834,0.178,1.47,0.124,0.179,0.005,0.001
27.509870140064407,41.4014684586931,-370.22179623165925,Anorthosite,Highlands,15.902,22.889,1.703,13.193,16.473,1.669,0.061,1.354,0.163,0.347,0.005,0.004
-4.134788242602635,-52.91398266500737,-178.2367651330947,Basalt,Mare Tranquillitatis,8.388,21.989,7.364,20.809,2.836,1.845,0.283,1.434,0.202,0.071,0.31,0.074
2.9605586941654565,-27.400297036361337,-174.5343550111225,Regolith,South Pole-Aitken,28.0,20.316,7.905,5.088,5.374,1.618,1.333,0.763,0.012,0.059,0.256,0.055
1.99508395674615,-47.54923877569723,-298.82235991393253,Norite,Mare Tranquillitatis,22.842,22.28,0.876,10.004,3.952,2.222,0.048,0.909,0.15,0.318,0.097,0.044
8.205703022659627,-24.549355642348203,440.47223104892294,Regolith,Mare Tranquillitatis,28.0,19.211,0.699,4.639,8.643,2.598,0.526,0.854,0.043,0.254,0.049,0.014
14.893969879913755,-49.13286388788954,51.920189601281706,Troctolite,Mare Imbrium,4.88,18.661,0.959,24.381,6.208,3.524,0.361,1.63,0.264,0.051,0.005,0.022
-16.49748742974767,20.16039008916168,-480.37383179776697,Anorthosite,South Pole-Aitken,18.04,18.921,3.924,14.132,17.048,4.397,0.066,0.636,0.113,0.01,0.458,0.15
1.7234651459061432,-44.00078203889098,-314.6438476864038,Troctolite,Highlands,9.673,25.021,6.663,20.399,1.0,2.527,0.314,1.114,0.13,0.219,0.061,0.012
19.555062438961826,42.22151110066655,-610.2692171657128,Basalt,Mare Imbrium,2.0,18.479,5.144,27.853,8.149,3.689,0.15,1.901,0.237,0.034,0.264,0.088
-2.2131171697493137,38.062926087196914,-37.93621857692004,Basalt,Mare Tranquillitatis,17.372,19.804,8.929,10.019,2.69,4.534,0.343,0.975,0.182,0.629,0.087,0.041
-13.292547217585621,-58.36059774352687,723.5906961786727,Basalt,Oceanus Procellarum,11.304,22.413,5.277,18.266,1.777,2.454,0.206,1.165,0.188,0.185,0.371,0.095
9.282544521377943,47.487162661813755,147.95143056988817,Basalt,Mare Tranquillitatis,2.218,18.359,10.394,26.198,11.31,2.662,0.015,2.077,0.261,0.379,0.334,0.07
19.426043747947375,-56.52668199079595,51.45164393161927,Anorthosite,Mare Tranquillitatis,19.13,21.678,1.13,11.562,14.728,3.079,0.464,1.206,0.149,0.328,0.076,0.004
-26.21158242435652,-31.242505805093206,-738.8656925568318,Basalt,South Pole-Aitken,18.141,21.677,9.259,12.765,1.816,0.989,0.243,1.335,0.157,0.163,0.417,0.137
16.607429004433627,-56.113303466880595,684.3747981692239,Norite,South Pole-Aitken,2.0,19.127,0.5,25.688,1.595,3.614,0.387,1.461,0.349,0.115,0.142,0.077
19.298875977706274,-19.698781555282082,23.046167926642358,Anorthosite,Mare Imbrium,17.857,20.224,0.5,14.005,12.929,1.554,0.04,1.176,0.16,0.137,0.149,0.044
-2.3086243446835937,1.6639830855925979,51.82700463016479,Basalt,Highlands,5.576,18.169,7.117,22.457,2.724,3.948,0.383,1.374,0.134,0.325,0.362,0.134
28.99833940910804,35.59738428181657,-574.1774442731769,Anorthosite,Mare Imbrium,18.424,25.148,7.474,12.013,12.007,2.483,0.16,0.67,0.128,0.205,0.143,0.061
17.20250044243855,-19.442213943619663,-60.3172272276361,Basalt,Mare Serenitatis,24.496,21.773,11.987,9.345,8.413,2.388,0.482,0.933,0.128,0.046,0.277,0.069
16.419753893739944,24.65880296077401,-457.5695058158377,Norite,Mare Tranquillitatis,6.354,17.854,12.656,24.556,2.756,1.826,0.274,1.465,0.183,0.188,0.113,0.032
14.87031446472431,-37.49946514572236,-338.80793952771825,Basalt,Oceanus Procellarum,8.42,21.379,6.627,21.079,4.021,3.649,0.132,1.321,0.207,0.104,0.584,0.188
-20.96351380690356,30.071814809295162,-851.0866705917359,Regolith,Mare Tranquillitatis,26.326,21.515,0.956,4.668,1.632,3.641,1.305,0.984,0.076,0.013,0.117,0.012
-16.966146812819353,-31.680407290891495,-972.1852756368189,Norite,Mare Tranquillitatis,7.556,14.27,3.302,19.126,7.778,2.454,0.508,1.232,0.292,0.096,0.011,0.02
-2.1605921121344984,-42.77462928674785,1079.3744959174358,Basalt,Mare Imbrium,4.363,25.021,8.266,24.094,3.532,5.157,0.246,1.485,0.209,0.052,0.255,0.098
-14.159739002432048,-37.750937955113486,100.03385383158451,Basalt,Oceanus Procellarum,15.953,18.031,8.142,15.202,1.0,3.041,1.314,1.144,0.219,0.365,0.324,0.114
-5.085541659957574,-38.15242453417736,572.6046251891373,Norite,Oceanus Procellarum,5.849,27.271,1.708,21.946,1.0,2.983,0.14,1.529,0.218,0.022,0.005,0.001
23.30784659537524,1.5435455252389403,-143.90624186088468,Gabbro,Oceanus Procellarum,3.834,23.386,0.5,24.75,2.724,3.071,0.347,1.579,0.291,0.089,0.024,0.017
19.45961351275615,41.37570974257753,-88.62341372416968,Gabbro,Mare Imbrium,12.846,17.62,0.5,16.559,9.63,2.184,0.293,1.368,0.252,0.238,0.017,0.025
7.8023927087989335,-50.447390760899324,-529.1197802896961,Norite,Mare Tranquillitatis,16.175,20.057,4.361,11.668,1.0,1.807,0.304,0.582,0.162,0.455,0.011,0.001
21.48722365506621,24.834758219210727,304.6038023886375,Basalt,Mare Imbrium,15.689,23.768,3.933,14.84,2.087,2.552,0.401,1.137,0.166,0.082,0.355,0.059
17.026343341034952,18.521575158342912,373.2911788161812,Anorthosite,South Pole-Aitken,15.645,20.287,6.882,15.355,17.237,3.761,0.045,1.081,0.23,0.187,0.083,0.035
-4.260904089546571,44.702394219523484,261.82528464057924,Basalt,South Pole-Aitken,15.449,24.535,6.135,15.107,20.0,0.778,0.239,0.709,0.098,0.094,0.262,0.067
-17.93609087700329,-30.702292739171135,1.286810992043075,Troctolite,Mare Imbrium,14.694,19.872,6.76,17.929,8.552,1.201,0.213,0.784,0.202,0.045,0.033,0.013
0.852062400560353,-5.986816957796449,149.2585285235045,Gabbro,Oceanus Procellarum,19.483,20.764,2.217,10.957,1.859,2.271,0.126,0.75,0.075,0.079,0.189,0.061
14.173732951713006,51.09928493322208,-216.54398456390834,Basalt,Mare Tranquillitatis,2.0,23.85,9.119,25.698,1.628,0.847,0.172,1.332,0.296,0.202,0.144,0.068
-3.8148240762244185,19.19921401623806,519.3531192867922,Basalt,Mare Imbrium,4.501,22.81,10.855,27.424,13.665,1.3,0.219,1.525,0.274,0.252,0.194,0.062
10.006314587033835,-13.347790456608372,-681.9180191963081,Basalt,Mare Imbrium,13.379,18.224,5.838,14.755,1.477,3.971,0.116,1.129,0.164,0.093,0.387,0.127
-24.34035442253738,-44.230514057367785,-398.46970173175754,Basalt,Mare Imbrium,9.156,22.302,6.945,19.288,20.0,2.474,0.104,1.42,0.186,0.033,0.34,0.111
14.880284182284207,-28.501799051929076,-111.62540403034329,Gabbro,Mare Serenitatis,2.0,21.502,4.444,26.841,2.322,1.985,0.402,1.202,0.299,0.03,0.026,0.024
18.76281719358372,9.745857298725994,-630.8974636294512,Gabbro,South Pole-Aitken,3.62,18.265,1.8,26.611,1.0,3.168,0.021,1.293,0.174,0.335,0.14,0.031
12.410271346832467,26.180153707261653,-767.0730849671238,Troctolite,Oceanus Procellarum,4.107,16.829,5.506,25.912,8.22,3.138,0.113,1.276,0.352,0.212,0.255,0.083
28.03581525158193,-45.06937357777278,-109.95803726550567,Anorthosite,Highlands,19.503,15.206,8.169,9.863,16.375,4.398,0.318,0.859,0.122,0.26,0.108,0.001
19.599123447638426,11.951671205286488,-218.1119408744312,Basalt,Oceanus Procellarum,17.814,20.117,10.727,15.3,20.0,0.865,0.07,1.12,0.107,0.134,0.349,0.092
24.1856236725923,6.042153460650127,-79.85912423367948,Gabbro,Highlands,26.955,20.838,4.28,5.784,11.339,1.888,0.255,1.031,0.01,0.122,0.009,0.023
26.01426500745888,1.6746536028849661,6.511294726062254,Norite,Mare Serenitatis,13.867,22.514,5.661,14.984,3.921,2.284,0.108,0.824,0.161,0.047,0.026,0.001
18.080879512428517,22.814774121840955,302.92927805324274,Anorthosite,Mare Imbrium,22.191,23.461,0.844,8.035,13.219,3.469,0.556,1.054,0.126,0.037,0.041,0.001
10.45553052038995,40.49395141001543,49.72337851585799,Norite,Mare Serenitatis,6.351,19.758,1.617,22.709,11.92,6.47,0.129,0.964,0.247,0.033,0.041,0.025
-29.656885118352644,-21.241238018775796,871.5975386338874,Anorthosite,Mare Serenitatis,15.834,20.751,0.5,17.769,16.597,3.704,0.078,1.217,0.12,0.96,0.069,0.008
-2.0504548066125174,46.681462813315136,97.57021862999645,Anorthosite,Mare Tranquillitatis,18.356,18.724,3.687,12.716,17.712,2.681,0.227,1.174,0.09,0.344,0.07,0.046
4.269737917341658,-40.723966485773914,773.3309071996093,Anorthosite,South Pole-Aitken,15.693,21.262,6.457,17.876,14.626,1.544,0.044,1.405,0.261,0.197,0.064,0.021
-11.758183653120021,-39.237135629860276,525.0230323178332,Basalt,Highlands,2.0,23.906,7.879,27.617,2.45,1.394,0.479,2.112,0.193,0.048,0.433,0.16
-10.913733185791678,-27.987352365129126,572.5921389606418,Basalt,Mare Imbrium,8.663,21.303,7.89,18.743,13.19,4.084,0.342,1.963,0.206,0.082,0.117,0.069
27.66956494260991,-45.656295654350664,-775.4548430829803,Basalt,Highlands,10.94,24.49,7.002,20.812,3.351,2.046,0.442,1.454,0.197,0.086,0.293,0.113
23.50265191216475,-32.36169303805469,96.60474752821584,Gabbro,Oceanus Procellarum,5.779,23.855,7.206,21.672,2.365,2.575,0.153,0.971,0.197,0.13,0.425,0.117
20.950740330102256,-47.23058845165865,188.9151287151999,Basalt,Highlands,28.0,25.373,8.595,3.277,11.475,4.989,0.541,1.774,0.063,0.11,0.276,0.06
-5.639291897633363,38.610290038246845,-145.43299601686206,Anorthosite,Oceanus Procellarum,15.424,21.388,7.151,15.304,14.486,0.942,0.204,1.455,0.145,0.544,0.058,0.043
-29.178086975465128,-43.32372097360505,79.31563206515297,Troctolite,South Pole-Aitken,2.485,19.403,6.141,25.845,6.309,3.325,0.03,1.843,0.228,0.255,0.009,0.002
-25.186665212657154,29.675706907182814,-507.84284871155205,Basalt,Oceanus Procellarum,6.524,22.864,6.874,23.795,14.48,1.916,0.076,1.324,0.29,0.017,0.284,0.089
-11.268217906943782,-54.25033585039995,718.4007192331462,Anorthosite,Highlands,20.275,19.881,1.095,11.518,16.183,4.964,0.372,0.924,0.122,0.089,0.085,0.049
-29.05542522025938,53.82243930166982,6.103091107723076,Norite,Highlands,3.91,22.77,3.132,24.499,2.196,1.874,0.68,1.232,0.185,0.029,0.069,0.001
-28.971013085088114,25.33921050333194,203.6779044928661,Basalt,Oceanus Procellarum,2.0,19.012,10.299,28.848,4.737,3.803,0.03,1.856,0.277,0.066,0.336,0.113
24.99619809854466,-59.18441416966659,-396.493180742762,Basalt,Mare Serenitatis,8.757,18.515,10.579,19.845,8.848,0.83,0.599,1.155,0.156,0.638,0.52,0.146
12.369510127143243,31.66278002402568,785.6789877838646,Basalt,South Pole-Aitken,28.0,24.649,7.332,2.7,5.088,4.864,0.481,0.824,0.017,0.244,0.083,0.041
-11.462640595910841,1.6898304919422387,413.35215861327345,Basalt,Mare Tranquillitatis,6.637,17.962,7.5,23.053,1.0,4.104,0.132,1.2,0.307,0.01,0.421,0.134
-22.04132534394281,33.523820440214365,522.5832888964137,Troctolite,Mare Imbrium,23.656,24.067,0.816,7.865,1.0,2.333,0.351,1.1,0.104,0.08,0.317,0.113
0.6981430737046281,2.6996170668706156,1012.8403687534861,Norite,Highlands,18.02,22.758,5.709,13.051,8.944,3.472,0.062,1.107,0.091,0.116,0.005,0.001
-29.679230348738134,16.92298291624256,-105.89805310475421,Gabbro,Mare Imbrium,2.0,21.283,0.927,27.407,3.575,4.149,0.504,1.978,0.264,0.185,0.365,0.095
26.304824631488643,34.35979864740486,298.27046638749556,Troctolite,Mare Tranquillitatis,12.316,15.322,4.755,17.254,10.753,3.183,0.321,1.824,0.191,0.139,0.107,0.032
-5.111092836663168,-11.387033449457192,261.25285522329915,Norite,Mare Imbrium,5.718,25.457,0.8,25.928,7.339,2.534,0.173,1.622,0.247,0.014,0.052,0.004
-5.859902685760034,-59.67502202154575,-278.857639149236,Basalt,Mare Tranquillitatis,2.88,18.195,4.605,25.949,6.098,2.882,0.6,1.948,0.233,0.145,0.405,0.109
-6.564383545093069,41.99357951342262,192.56856457263845,Troctolite,Oceanus Procellarum,11.614,23.859,1.157,17.453,16.215,3.132,0.045,1.609,0.12,0.028,0.053,0.002
-25.840300176734115,-14.293156485040491,-396.7769143997264,Anorthosite,Mare Serenitatis,17.084,18.927,1.341,14.363,16.535,3.068,0.561,1.068,0.144,0.146,0.085,0.038
8.299334387509596,-0.4748728780100322,-12.725055864415443,Norite,Highlands,2.0,18.687,4.168,26.172,1.179,3.521,0.01,1.625,0.22,0.056,0.016,0.044
13.9802171777012,-59.06800294152375,-808.1527839966479,Troctolite,Mare Tranquillitatis,24.586,23.006,0.702,7.272,6.854,1.775,0.42,0.872,0.102,0.031,0.013,0.02
10.567523855297416,-0.9489587579882439,-393.0343146298149,Basalt,Mare Imbrium,13.909,22.615,7.482,14.518,1.0,2.222,0.256,0.95,0.187,0.068,0.546,0.178
-21.693870400236342,58.37848818860755,-915.4630409614616,Basalt,Highlands,27.087,17.565,8.023,3.487,7.249,2.532,0.358,0.511,0.165,0.021,0.436,0.144
4.730410082135556,-26.607880701747646,757.8719313073136,Basalt,Mare Serenitatis,3.814,25.31,10.501,26.351,20.0,3.565,0.159,1.921,0.3,0.067,0.016,0.001
4.1690690503352315,-12.54980757091463,332.50100877984255,Anorthosite,Oceanus Procellarum,18.221,20.382,2.282,10.661,14.928,1.166,0.6,0.713,0.01,0.403,0.262,0.092
22.104647276482922,22.462799576241196,-234.1888449135034,Norite,Highlands,4.597,21.207,3.344,23.909,6.257,3.185,0.113,1.412,0.252,0.073,0.209,0.027
-7.25234049746118,37.775240102839035,-376.2691645300312,Troctolite,Mare Tranquillitatis,2.0,20.109,0.5,26.789,15.709,3.937,0.096,1.474,0.34,0.127,0.178,0.061
-7.710843380433946,-9.913005119267964,576.278194076392,Basalt,Mare Serenitatis,14.396,17.692,9.595,17.883,1.0,3.058,0.108,1.353,0.186,0.147,0.021,0.021
7.111623523091133,-22.839735551844896,889.3701655235849,Anorthosite,Mare Imbrium,18.205,23.206,3.261,11.804,14.313,3.09,0.447,1.662,0.222,0.039,0.005,0.018
7.984359209970783,52.539095998208055,394.0329469041366,Anorthosite,Mare Serenitatis,19.033,21.869,0.5,12.961,11.84,2.637,0.205,0.962,0.098,0.117,0.013,0.017
-1.842886360452578,21.25739600060031,664.1949493728642,Basalt,Mare Serenitatis,6.731,18.585,8.837,22.098,2.871,3.075,0.231,0.951,0.183,0.383,0.169,0.026
-3.4164382601747363,-45.71744346082307,-4.674874014668945,Basalt,South Pole-Aitken,2.0,23.832,4.187,23.03,1.0,2.471,0.535,1.453,0.226,0.017,0.316,0.082
-0.3511397617270404,-51.72865462384216,-1039.068596986281,Basalt,Mare Serenitatis,9.798,21.165,6.771,19.741,15.517,2.8,0.538,0.998,0.201,0.512,0.376,0.136
21.662717970198713,-1.974017905155712,-52.57304690120976,Regolith,Mare Serenitatis,5.393,21.229,10.331,23.316,10.526,2.47,0.796,1.51,0.278,0.41,0.131,0.047
-2.329985924765399,-33.58919207432731,64.43577216345012,Basalt,Highlands,8.215,26.33,7.233,21.655,7.406,2.785,0.239,1.138,0.223,0.387,0.164,0.056
26.395907518189347,-29.52182959484958,531.6661259231975,Anorthosite,Mare Imbrium,17.561,16.176,3.45,12.109,16.475,2.619,0.04,1.033,0.141,0.044,0.097,0.018
0.2402258157795636,45.32306145934179,-191.76206022890307,Gabbro,Highlands,28.0,16.136,13.059,3.396,3.326,1.583,0.609,0.278,0.201,0.132,0.192,0.036
26.952041590853483,-49.25207708204272,-576.7296352547711,Anorthosite,Highlands,17.215,16.812,1.085,15.169,15.754,1.193,0.544,1.027,0.132,0.192,0.028,0.001
19.969914112144544,25.84369382746675,-892.3194402446657,Regolith,Mare Tranquillitatis,13.832,22.091,1.173,15.738,6.717,3.095,1.294,0.832,0.24,0.021,0.062,0.001
-8.254120643050253,-27.46292959432943,330.0044204785071,Regolith,Highlands,27.543,19.923,0.5,2.0,6.474,3.725,0.529,0.956,0.087,0.163,0.087,0.037
21.81848527779696,31.239386568496528,-149.32027260925156,Basalt,South Pole-Aitken,8.955,20.161,4.023,21.124,17.103,4.865,0.189,1.128,0.201,0.367,0.328,0.04
-23.396202947933087,26.68936613562535,-554.2016165970574,Anorthosite,South Pole-Aitken,18.351,18.173,0.5,13.696,16.109,4.317,0.156,1.214,0.173,0.552,0.434,0.116
25.502830520580872,-59.112971826684834,310.8428167792591,Basalt,Mare Tranquillitatis,2.0,25.996,7.207,27.581,6.373,4.085,0.151,1.657,0.23,0.065,0.434,0.17
7.898610904973495,1.0962495505918994,397.42062670274885,Basalt,Oceanus Procellarum,12.118,27.003,5.809,16.777,2.969,3.275,0.021,1.231,0.189,0.068,0.315,0.09
-26.73655508866133,-43.281662114634436,-100.46958522954381,Basalt,Mare Imbrium,3.272,23.697,6.399,25.219,3.25,3.143,0.892,1.621,0.252,0.063,0.433,0.114
8.655403419048696,43.94724366944121,502.95921563805337,Gabbro,Mare Imbrium,8.66,16.478,1.74,21.436,8.1,2.053,0.18,1.538,0.245,0.033,0.107,0.077
28.454859248685366,44.59030594348879,325.67632625698826,Anorthosite,Highlands,16.616,19.539,6.887,15.323,9.882,1.917,0.798,1.505,0.167,0.113,0.028,0.001
-25.811960723122265,-9.79850310074903,-70.65931584240546,Basalt,Highlands,3.151,23.482,7.874,26.075,5.733,3.229,0.634,1.823,0.342,0.307,0.48,0.184
3.281262586805177,-6.672525785870334,-107.92482381776396,Basalt,Oceanus Procellarum,7.025,20.863,11.656,23.192,2.292,1.998,0.529,1.886,0.191,0.249,0.23,0.063
14.867660985562345,-23.606047271456745,-167.6511304787157,Troctolite,Highlands,28.0,23.707,2.3,3.102,1.272,2.891,0.266,0.305,0.04,0.461,0.077,0.041
18.61551520197188,25.992755875203727,-0.0019847439479886925,Basalt,Mare Imbrium,9.578,24.743,11.595,16.423,4.241,0.1,0.032,0.755,0.193,0.088,0.176,0.099
-5.170352080752249,-16.960636436824906,748.9737710119604,Basalt,Mare Serenitatis,27.512,26.722,8.416,6.195,1.716,3.561,0.117,1.245,0.059,0.17,0.598,0.182
-17.75000644990542,-27.864903057283946,593.4716844265618,Anorthosite,South Pole-Aitken,19.367,19.035,3.861,10.119,12.114,1.758,0.278,1.073,0.165,0.291,0.04,0.005
-27.45946327365697,-8.132272859459007,258.24427807564854,Regolith,Mare Serenitatis,2.333,21.244,5.256,25.76,2.533,1.287,0.374,1.211,0.322,0.457,0.016,0.019
